"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes"
0.982517507318025,17.56,12.950414735193,2.09219746193081e-06,0.000445986758968252,5.71299615843789,"MRPS23",5,12.9197196759232,2.15270924728445e-06,0.000458885854546135,-0.98,"Up in CTRL",3.338,"MRPS23"
-0.409349742353548,16.72,-12.6021062829002,2.5469461578352e-06,0.000501160636287879,5.51609460949495,"CASP14",4,-12.6433338153912,2.51566307645191e-06,0.000482200870967204,0.41,"Up in HBV",3.317,"CASP14"
-0.566832035803827,18.03,-12.7820838537783,2.29940389083616e-06,0.000470550012220712,5.61859235555629,"DERL1",7,-12.6230936918947,2.5448443151123e-06,0.000482200870967204,0.57,"Up in HBV",3.317,"DERL1"
-0.4631635917466,19.71,-12.5044110270561,2.69381773689254e-06,0.00051042857562749,5.45976781117433,"RPS4X",24,-12.6366974537314,2.52518927641296e-06,0.000482200870967204,0.46,"Up in HBV",3.317,"RPS4X"
-0.411441074741475,19.97,-12.4170817756817,2.83322764130566e-06,0.000511575236698185,5.40900064890218,"HLA-DRB3",1,-12.473202602833,2.77322851704077e-06,0.000506708467613591,0.41,"Up in HBV",3.295,"HLA-DRB3"
0.624909610375305,17.02,12.3770374873118,2.89985962944632e-06,0.000511575236698185,5.38558877216605,"MTA2",5,12.3211759778964,3.02875975219528e-06,0.000534314996283829,-0.62,"Up in CTRL",3.272,"MTA2"
-0.600026766547074,23.55,-12.1630586981014,3.28726895507142e-06,0.000531103796508367,5.25904849540213,"CCNK",1,-12.1833555092917,3.28354344686242e-06,0.000559953609138271,0.6,"Up in HBV",3.252,"CCNK"
0.752512233662468,18.62,12.1452818146058,3.32199403601793e-06,0.000531103796508367,5.24842553463773,"DEK",5,12.1061427410049,3.43679642953788e-06,0.000567182275274704,-0.75,"Up in CTRL",3.246,"DEK"
-0.386726807020072,18.79,-12.2377060559428,3.14585267101577e-06,0.000531103796508367,5.30346983751651,"ACOT12",7,-11.9504973597236,3.77087342188436e-06,0.000602412977169839,0.39,"Up in HBV",3.22,"ACOT12"
-0.520366710292674,17.68,-11.8335850709711,4.00334222580971e-06,0.000602385259624779,5.05934867918653,"CTSH",4,-11.8511109583031,4.00330421486346e-06,0.000602412977169839,0.52,"Up in HBV",3.22,"CTSH"
-0.971433594161653,17.91,-11.9043256621963,3.83587964654222e-06,0.000594677583991212,5.10273304669235,"TEP1",8,-11.8510190782719,4.0035264315431e-06,0.000602412977169839,0.97,"Up in HBV",3.22,"TEP1"
-0.678659805933748,23.23,-11.7160066262469,4.30023266884575e-06,0.00062857115239471,4.98661318906939,"TMED1",4,-11.7227271129396,4.32781963611062e-06,0.00063260357880977,0.68,"Up in HBV",3.199,"TMED1"
-0.9239034548566,19.16,-11.5719058529085,4.69848341132711e-06,0.00066770669812082,4.89638842463163,"PTMS",2,-11.606061748459,4.64860958390854e-06,0.000660619073091003,0.92,"Up in HBV",3.18,"PTMS"
-0.62447973162103,20.59,-11.5099271128293,4.88242592249043e-06,0.000675094351877325,4.85721013817317,"HSPBP1",4,-11.5185140308996,4.90696315471043e-06,0.000678487121608069,0.62,"Up in HBV",3.168,"HSPBP1"
-0.383171664756752,17.67,-10.7973382402421,7.69895259238303e-06,0.00103652214375346,4.38999186900393,"TRAPPC12",3,-10.9796236562323,6.90322487476515e-06,0.000929392064718381,0.38,"Up in HBV",3.032,"TRAPPC12"
-0.598841908242399,18.25,-10.6290177461302,8.60708292447186e-06,0.00111069542989443,4.27492148885869,"LOX",4,-10.6358625326135,8.65088950534557e-06,0.00109034577596936,0.6,"Up in HBV",2.962,"LOX"
-0.766806435744854,20.98,-10.5787554465956,8.90119480564338e-06,0.00111069542989443,4.24019577024136,"PSMD11",37,-10.6299505256506,8.6850211660231e-06,0.00109034577596936,0.77,"Up in HBV",2.962,"PSMD11"
-1.09360019614683,18.86,-10.6100764062356,8.71661545667918e-06,0.00111069542989443,4.26185496487268,"PTK2",10,-10.5847178659225,8.95123584650376e-06,0.00109034577596936,1.09,"Up in HBV",2.962,"PTK2"
-0.334103395895433,22.44,-10.3779395799457,1.01946042080167e-05,0.00123895059750761,4.09974743423972,"TAF15",3,-10.5935656231893,8.89844838058479e-06,0.00109034577596936,0.33,"Non-significant",2.962,"TAF15"
0.478758751138123,18.04,10.274795247372,1.09402534183569e-05,0.00124378525529587,4.02652993493458,"SCRIB",35,10.3984344924007,1.01487507627539e-05,0.00118002292959657,-0.48,"Up in CTRL",2.928,"SCRIB"
-0.339150554711498,21.83,-10.2188349394456,1.1370352173577e-05,0.00126458090695696,3.98649427976782,"XIAP",3,-10.4178234310237,1.00160576170379e-05,0.00118002292959657,0.34,"Non-significant",2.928,"XIAP"
0.778527233972504,17.82,10.3468183583483,1.04133846154862e-05,0.00123895059750761,4.07773393363376,"NDUFAF8",1,10.3503461910991,1.04864763497147e-05,0.00119219584455868,-0.78,"Up in CTRL",2.924,"NDUFAF8"
-0.369898542255449,19.06,-10.0727283418288,1.25857989596034e-05,0.00131406015259859,3.88091534040301,"CREB1",2,-10.241462641639,1.12989241408419e-05,0.001233376263766,0.37,"Non-significant",2.909,"CREB1"
0.564508202684173,17.56,10.3029677017873,1.07306733121364e-05,0.00124378525529587,4.04660198913402,"LIMS1",6,10.2373640202271,1.13308609063726e-05,0.001233376263766,-0.56,"Up in CTRL",2.909,"LIMS1"
0.435039074724475,18.39,10.149764608089,1.1927664351731e-05,0.00127129022548866,3.93677335857724,"UQCC3",1,10.1744002742244,1.1834464888238e-05,0.0012613567160047,-0.44,"Up in CTRL",2.899,"UQCC3"
-0.550876861611751,19.62,-10.1792813397907,1.16858257229978e-05,0.00127129022548866,3.95806281014428,"VPS29",9,-10.0936759521229,1.25173533964828e-05,0.00130691387706951,0.55,"Up in HBV",2.884,"VPS29"
-0.688474846001348,18.05,-9.98703827866644,1.33662927073826e-05,0.00136763906981939,3.81827790547261,"PSMD14",8,-9.92712685598375,1.4070989890517e-05,0.0014397436855977,0.69,"Up in HBV",2.842,"PSMD14"
-0.622006187568374,19.86,-9.75696593374016,1.57453007448724e-05,0.00149969964855004,3.64741953925655,"ALDH2",44,-9.83182504660439,1.50569307055968e-05,0.00148137033634295,0.62,"Up in HBV",2.829,"ALDH2"
-0.607050697591227,18.7,-9.89682828104583,1.42472926014862e-05,0.00142919899900399,3.751755008987,"LGALS7",10,-9.84211614272515,1.49468090806384e-05,0.00148137033634295,0.61,"Up in HBV",2.829,"LGALS7"
-0.396663430189449,20.3,-9.73274213602687,1.60223402974127e-05,0.00149969964855004,3.62919906737359,"PLLP",1,-9.75956460506287,1.58563585009318e-05,0.00153058736020315,0.4,"Up in HBV",2.815,"PLLP"
-0.483439171676576,18.24,-9.75560141299011,1.5760762434452e-05,0.00149969964855004,3.64639436855248,"EIF3F",10,-9.67666399860264,1.68328487189731e-05,0.00153630794755693,0.48,"Up in HBV",2.814,"EIF3F"
-0.303315599166229,20.97,-9.66978419191596,1.67683502361353e-05,0.00149969964855004,3.58163457430805,"S100A8",4,-9.70418519882321,1.65013718265627e-05,0.00153630794755693,0.3,"Non-significant",2.814,"S100A8"
-1.4960741873842,15.93,-9.65070554887454,1.70020679468143e-05,0.00149969964855004,3.56716073941235,"SNRNP27",2,-9.65356866530775,1.71168008230541e-05,0.00153630794755693,1.5,"Up in HBV",2.814,"SNRNP27"
-0.459574972930128,21.23,-9.68135018109895,1.66284230349457e-05,0.00149969964855004,3.59039538410021,"UHRF1BP1",1,-9.69931298581038,1.65595164434221e-05,0.00153630794755693,0.46,"Up in HBV",2.814,"UHRF1BP1"
0.508060749399025,19.11,9.65242267222314,1.69808835695528e-05,0.00149969964855004,3.56846456632088,"PRPF31",5,9.61181621116935,1.76439082081637e-05,0.00155631438608561,-0.51,"Up in CTRL",2.808,"PRPF31"
-0.535944241504449,20.42,-9.48658614815367,1.91709157720549e-05,0.00163464008483055,3.44148632372676,"OGN",2,-9.54909326662805,1.84703987811828e-05,0.00160160271465307,0.54,"Up in HBV",2.795,"OGN"
0.384218131115905,17.18,9.59450392783794,1.7712103922888e-05,0.00153584955372025,3.5243606094617,"OAS1",11,9.50442169777873,1.90855613092084e-05,0.0016273621942985,-0.38,"Up in CTRL",2.789,"OAS1"
-1.139221947445,16.88,-9.06707588325906,2.6274720975174e-05,0.00172609773177962,3.11044983491003,"ARAP1",2,-9.07429038781918,2.6347227371488e-05,0.00168626098316016,1.14,"Up in HBV",2.773,"ARAP1"
0.794224614004925,17.11,9.01298635024379,2.73892837958411e-05,0.00172609773177962,3.06670894192297,"C1S",18,9.0125639501294,2.76244440305856e-05,0.00168626098316016,-0.79,"Up in CTRL",2.773,"C1S"
0.384830595343004,21.63,9.3168839290615,2.17461629403852e-05,0.00172609773177962,3.30929896217002,"CLCC1",11,9.23423233362948,2.33353336960693e-05,0.00168626098316016,-0.38,"Up in CTRL",2.773,"CLCC1"
0.533200634333944,17.44,9.22014626074362,2.33868165268419e-05,0.00172609773177962,3.23290577764612,"CPNE3",22,9.24779054999103,2.30983447749617e-05,0.00168626098316016,-0.53,"Up in CTRL",2.773,"CPNE3"
0.86071310490302,19.17,9.01124648074524,2.74260060792688e-05,0.00172609773177962,3.06529783884319,"DARS1",33,9.03042124324759,2.72479423056679e-05,0.00168626098316016,-0.86,"Up in CTRL",2.773,"DARS1"
0.32033844548852,18.49,9.46242416711901,1.95157341512114e-05,0.00163676222815734,3.4228058981528,"DNPH1",8,9.25173291343674,2.30299429419393e-05,0.00168626098316016,-0.32,"Non-significant",2.773,"DNPH1"
-0.29785897488938,21.24,-9.22191772816944,2.33555506990874e-05,0.00172609773177962,3.23431157921136,"FAM98A",10,-9.05685931958259,2.6701055634481e-05,0.00168626098316016,0.3,"Non-significant",2.773,"FAM98A"
-0.362180065542422,22.26,-9.42379769749605,2.00815460805369e-05,0.00165705144754882,3.39284630182381,"HPCAL1",10,-9.30197482144498,2.21778552906581e-05,0.00168626098316016,0.36,"Non-significant",2.773,"HPCAL1"
-0.371489622900675,18.31,-9.22415720408684,2.33160918248458e-05,0.00172609773177962,3.23608841377923,"IFI30",2,-9.35102136704792,2.13800550772062e-05,0.00168626098316016,0.37,"Non-significant",2.773,"IFI30"
-0.360117513088021,18.74,-9.09686710792444,2.56826466023318e-05,0.00172609773177962,3.13443593293072,"LRSAM1",11,-9.00963049102805,2.76868496062262e-05,0.00168626098316016,0.36,"Non-significant",2.773,"LRSAM1"
-0.338590169832003,20.18,-8.98422236837528,2.80035402145638e-05,0.00172609773177962,3.04334716037134,"LYAR",3,-9.11762332135758,2.54902121088779e-05,0.00168626098316016,0.34,"Non-significant",2.773,"LYAR"
-0.324893092380947,21.75,-8.96563684699558,2.84086531436745e-05,0.00173022225575046,3.02821470207837,"MRPS26",3,-9.11039367004546,2.5630994828628e-05,0.00168626098316016,0.32,"Non-significant",2.773,"MRPS26"
-0.5663621327007,23.01,-9.0971321122529,2.56774475226034e-05,0.00172609773177962,3.13464896411729,"PDLIM1",26,-9.13329727297933,2.51879656061709e-05,0.00168626098316016,0.57,"Up in HBV",2.773,"PDLIM1"
-0.600649440780675,15.68,-9.24654158276351,2.29257728366303e-05,0.00172609773177962,3.25382589283144,"PTPN1",7,-9.18921648084235,2.41419863458947e-05,0.00168626098316016,0.6,"Up in HBV",2.773,"PTPN1"
-0.334516823546018,20.44,-9.09581649513747,2.57032700478969e-05,0.00172609773177962,3.13359131034722,"RBM8A",4,-9.11768028162596,2.54891063765161e-05,0.00168626098316016,0.33,"Non-significant",2.773,"RBM8A"
-0.770831967310603,19.48,-9.04307803578963,2.67628100438684e-05,0.00172609773177962,3.09107388390758,"SHPK",12,-9.02316954618938,2.74001374315825e-05,0.00168626098316016,0.77,"Up in HBV",2.773,"SHPK"
-0.382530679891371,18.43,-9.08802307867575,2.58568359446913e-05,0.00172609773177962,3.12732303335626,"SHPRH",3,-9.19449687551202,2.40457629832875e-05,0.00168626098316016,0.38,"Up in HBV",2.773,"SHPRH"
-0.405634914607099,17.9,-9.16321745044969,2.44170580334058e-05,0.00172609773177962,3.18759038094069,"SRR",3,-9.25951756795308,2.28955426661676e-05,0.00168626098316016,0.41,"Up in HBV",2.773,"SRR"
-0.393584828676978,16.59,-9.01570926173117,2.73319238070373e-05,0.00172609773177962,3.06891681511818,"TRIM26",1,-9.03658637738611,2.71192975737338e-05,0.00168626098316016,0.39,"Up in HBV",2.773,"TRIM26"
-0.751387969183675,19.28,-9.14971804651554,2.46687684452824e-05,0.00172609773177962,3.1768054858434,"TXNDC11",1,-9.15137091630466,2.48444293779046e-05,0.00168626098316016,0.75,"Up in HBV",2.773,"TXNDC11"
-0.820095656240373,19.76,-9.1707334457219,2.42781649550745e-05,0.00172609773177962,3.19358847808041,"TXNL1",17,-9.16736906197912,2.45447285150174e-05,0.00168626098316016,0.82,"Up in HBV",2.773,"TXNL1"
0.4840810667732,21.24,8.98942520984199,2.78912971767688e-05,0.00172609773177962,3.047578067863,"UBE4B",3,9.05098667424314,2.68214617368592e-05,0.00168626098316016,-0.48,"Up in CTRL",2.773,"UBE4B"
-0.405099723177273,18.47,-9.04989535826462,2.66231262774758e-05,0.00172609773177962,3.0965831570611,"VPS25",3,-9.1427446115443,2.50077338423507e-05,0.00168626098316016,0.41,"Up in HBV",2.773,"VPS25"
-0.295601255971647,20.85,-9.09675392335219,2.56848675134302e-05,0.00172609773177962,3.13434494453338,"YBEY",1,-9.13975577378324,2.5064596373125e-05,0.00168626098316016,0.3,"Non-significant",2.773,"YBEY"
1.000479760026,17.51,8.89663239895463,2.99713521181125e-05,0.00178615454746571,2.97177165344081,"FBXO6",4,8.89369077903918,3.02847933238095e-05,0.00180159305400709,-1,"Up in CTRL",2.744,"FBXO6"
-0.30675749139515,20.38,-8.74586548739303,3.37328082984925e-05,0.00185566717478589,2.84701165772661,"WDR24",2,-8.90744088384256,2.99628225643807e-05,0.00180159305400709,0.31,"Non-significant",2.744,"WDR24"
0.434505961458832,18.71,8.80690031554387,3.21496930150881e-05,0.00180744867544166,2.89775782512249,"ATP6V1A",24,8.8564819427723,3.11757158140676e-05,0.00180802667031747,-0.43,"Up in CTRL",2.743,"ATP6V1A"
-0.348063680164948,22,-8.82744580514391,3.16356748206401e-05,0.00180744867544166,2.91476633674085,"PLEKHA7",4,-8.8451377641008,3.14531613874618e-05,0.00180802667031747,0.35,"Non-significant",2.743,"PLEKHA7"
-0.527510135156295,20.38,-8.87948863741902,3.03744029768406e-05,0.00178615454746571,2.95768503119959,"SERPINH1",13,-8.85142653195354,3.12990157671951e-05,0.00180802667031747,0.53,"Up in HBV",2.743,"SERPINH1"
-1.1390000501062,16.97,-8.81053832115959,3.20579967582531e-05,0.00180744867544166,2.90077222792588,"NCOR2",1,-8.80772766129532,3.23879269812104e-05,0.00184107371595414,1.14,"Up in HBV",2.735,"NCOR2"
0.607821717102173,17.69,8.83361230381984,3.14832018895337e-05,0.00180744867544166,2.91986404903773,"CD81",8,8.78044448857671,3.3089313998335e-05,0.0018445459446326,-0.61,"Up in CTRL",2.734,"CD81"
0.330378538527054,17.52,8.89253557745224,3.00671200729434e-05,0.00178615454746571,2.96840770532231,"PPP1CB",6,8.77734377071833,3.31700990825253e-05,0.0018445459446326,-0.33,"Non-significant",2.734,"PPP1CB"
-0.265198276150901,18.46,-8.47453049580828,4.19143260478622e-05,0.00202295935906474,2.61738125769831,"PTMA",2,-8.67415829385742,3.59889396974258e-05,0.00195871718608543,0.27,"Non-significant",2.708,"PTMA"
0.433132149572018,17.1,8.6651059995196,3.59636412439131e-05,0.00193673672214589,2.77935861142431,"TMEM45A",1,8.67904018549782,3.5849673343783e-05,0.00195871718608543,-0.43,"Up in CTRL",2.708,"TMEM45A"
-0.364476278258497,17.33,-8.60731006640486,3.76617592301948e-05,0.00194623798203714,2.73058398187669,"LRRC40",19,-8.63473051426474,3.71362098574636e-05,0.00197905051698733,0.36,"Non-significant",2.704,"LRRC40"
-0.295646385217932,19.51,-8.78321957405092,3.27538093907746e-05,0.0018213966178609,2.8781078951051,"WDR36",6,-8.64639699042986,3.67925207255248e-05,0.00197905051698733,0.3,"Non-significant",2.704,"WDR36"
0.375670614520875,24.49,8.68190166999439,3.5486393335198e-05,0.00193136583300929,2.79347640961945,"PIEZO1",6,8.5971128993523,3.82691731652471e-05,0.00201840298879798,-0.38,"Non-significant",2.695,"PIEZO1"
-0.34104723968527,22.48,-8.63832244984752,3.67396602186203e-05,0.00194623798203714,2.75679305797863,"XPOT",13,-8.58391168183507,3.86759144921438e-05,0.00201904059736539,0.34,"Non-significant",2.695,"XPOT"
-0.25848536115975,24.67,-8.5154625258474,4.05485498626843e-05,0.00199112700761584,2.65245029855859,"SLC35A2",1,-8.5624720715251,3.93468606263312e-05,0.00203331857539708,0.26,"Non-significant",2.692,"SLC35A2"
-0.288194256409152,20.76,-8.61991006489945,3.72840258125978e-05,0.00194623798203714,2.74124291348191,"DIABLO",9,-8.44237364869203,4.33553557306962e-05,0.00205945147831017,0.29,"Non-significant",2.686,"DIABLO"
0.63181004240225,18.92,8.50582469953367,4.08655855746019e-05,0.00199112700761584,2.6442068372907,"NDUFA11",7,8.46411074342382,4.25971134752882e-05,0.00205945147831017,-0.63,"Up in CTRL",2.686,"NDUFA11"
-0.38313908060605,20.66,-8.53610113497482,3.98788765567102e-05,0.00198077992683621,2.67007434697863,"PHYKPL",9,-8.43479023042017,4.36234346486218e-05,0.00205945147831017,0.38,"Up in HBV",2.686,"PHYKPL"
-0.280736593139896,18.59,-8.40918442061811,4.42029361464254e-05,0.0020530226866639,2.56107418826526,"PLRG1",1,-8.44653798164754,4.32089296725853e-05,0.00205945147831017,0.28,"Non-significant",2.686,"PLRG1"
-0.621701672938652,18.73,-8.42715044567256,4.35600531521463e-05,0.0020530226866639,2.57659458451153,"PSMD3",31,-8.45809537064534,4.28054455970679e-05,0.00205945147831017,0.62,"Up in HBV",2.686,"PSMD3"
-0.631528583569427,17.59,-8.40289920994719,4.44303470108595e-05,0.0020530226866639,2.55563744933538,"SHTN1",28,-8.42763530220165,4.38780709804161e-05,0.00205945147831017,0.63,"Up in HBV",2.686,"SHTN1"
0.599535377454874,16.55,8.53987924013008,3.97576337199085e-05,0.00198077992683621,2.67329638534752,"TCIRG1",9,8.49474153064275,4.15537468536505e-05,0.00205945147831017,-0.6,"Up in CTRL",2.686,"TCIRG1"
-0.395267096105751,18.26,-8.6246861788166,3.71419553800621e-05,0.00194623798203714,2.74527950664073,"TRAPPC8",9,-8.52620785305483,4.05116609564156e-05,0.00205945147831017,0.4,"Up in HBV",2.686,"TRAPPC8"
-0.292890446458873,22.2,-8.44669537257044,4.28725471132772e-05,0.00204986870122922,2.59344486331956,"UNC13B",1,-8.481046959682,4.20166368917342e-05,0.00205945147831017,0.29,"Non-significant",2.686,"UNC13B"
-0.317107435635549,21.71,-8.58572508700709,3.83188669930265e-05,0.00196039323536323,2.71229085521478,"UROD",11,-8.49215221279458,4.16408282037603e-05,0.00205945147831017,0.32,"Non-significant",2.686,"UROD"
0.636212405920077,20.85,8.39978007071203,4.45436900351236e-05,0.0020530226866639,2.55293800910343,"DMAC2",1,8.4025339673183,4.47846675791643e-05,0.00208289417577277,-0.64,"Up in CTRL",2.681,"DMAC2"
0.365081644240874,18.86,8.36291854726558,4.59079961223386e-05,0.00209701168001683,2.52096747634933,"YIPF6",1,8.3822847629156,4.55313327495504e-05,0.00209854322834865,-0.37,"Non-significant",2.678,"YIPF6"
0.292164591263106,20.65,8.55756629270829,3.9195508989037e-05,0.00198077992683621,2.68836289872243,"SRI",8,8.37002418367613,4.59902046419467e-05,0.00210076684775178,-0.29,"Non-significant",2.678,"SRI"
-0.348084313745147,20.63,-8.19147303369398,5.29007224704201e-05,0.0022838422765277,2.37058084324224,"GSTM4",3,-8.28550075933089,4.92983812547708e-05,0.0022319514911452,0.35,"Non-significant",2.651,"GSTM4"
0.350965070802975,19.04,8.15665549455747,5.44622278609029e-05,0.0022838422765277,2.33969590973497,"BIRC6",1,8.17625876841656,5.39759842986514e-05,0.00231041008418366,-0.35,"Non-significant",2.636,"BIRC6"
-0.543196407348972,19.5,-8.18638306605768,5.31258365414502e-05,0.0022838422765277,2.36607309895654,"NDUFA10",15,-8.17508457486445,5.40288921243963e-05,0.00231041008418366,0.54,"Up in HBV",2.636,"NDUFA10"
-0.765699890677681,22.16,-8.16305782709444,5.41712621223732e-05,0.0022838422765277,2.34538391295646,"PYCR3",4,-8.16152324988992,5.46441790825299e-05,0.00231041008418366,0.77,"Up in HBV",2.636,"PYCR3"
-0.271460862554022,20.79,-8.1699023504117,5.3862124425684e-05,0.0022838422765277,2.35146037570811,"RAB33B",4,-8.19520035062327,5.31304689386661e-05,0.00231041008418366,0.27,"Non-significant",2.636,"RAB33B"
-0.481840489023774,21.25,-8.18441918672323,5.32129797865453e-05,0.0022838422765277,2.36433319193445,"SF3B1",24,-8.21507724127366,5.22591244288721e-05,0.00231041008418366,0.48,"Up in HBV",2.636,"SF3B1"
1.15526333660605,20.47,8.20182888812831,5.24460049217057e-05,0.0022838422765277,2.37974441189798,"SUMF1",2,8.20591702681761,5.26586762989379e-05,0.00231041008418366,-1.16,"Up in CTRL",2.636,"SUMF1"
-2.12655865209275,15.89,-8.17265535274649,5.37383408001252e-05,0.0022838422765277,2.35390316936302,"TCAF1",2,-8.17005185561938,5.42563198712431e-05,0.00231041008418366,2.13,"Up in HBV",2.636,"TCAF1"
-0.589499248492121,18.61,-8.20283535448646,5.24020457204339e-05,0.0022838422765277,2.38063445100974,"XPNPEP1",26,-8.22591518460324,5.17907735075438e-05,0.00231041008418366,0.59,"Up in HBV",2.636,"XPNPEP1"
-0.24882330841395,18.77,-8.12981730230459,5.5701135857352e-05,0.0022981210568243,2.31580881248859,"SBDS",16,-8.12145855171321,5.65082819850731e-05,0.0023696423822593,0.25,"Non-significant",2.625,"SBDS"
-0.508430027569773,17.83,-8.15905567711885,5.43529425398508e-05,0.0022838422765277,2.3418287618757,"CBX3",9,-8.10585166047842,5.72536217655974e-05,0.00238137828416907,0.51,"Up in HBV",2.623,"CBX3"
